Journal,Publisher,Business model,APC (€)
Pathology - Research and Practice,Elsevier,Hybrid,2340
Pathology International,Wiley,Hybrid,2990
Pathophysiology,Elsevier,Hybrid,2630
Pathophysiology,MDPI,OA,1440
Patient Education and Counseling,Elsevier,Hybrid,2840
Patient Safety in Surgery,Springer Nature,OA,2490
Pattern Analysis and Applications,Springer Nature,Hybrid,2390
Pattern Recognition,Elsevier,Hybrid,2600
Pattern Recognition Letters,Elsevier,Hybrid,2070
Patterns,Elsevier,OA,7960
Peace & Change,Wiley,Hybrid,2630
Pediatric Allergy and Immunology,Wiley,Hybrid,4100
Pediatric Anesthesia,Wiley,Hybrid,3450
Pediatric Blood & Cancer,Wiley,Hybrid,3610
Pediatric Cardiology,Springer Nature,Hybrid,2690
Pediatric Clinics of North America,Elsevier,Hybrid,3000
Pediatric Dental Journal,Elsevier,Hybrid,2330
Pediatric Dermatology,Wiley,Hybrid,2980
Pediatric Diabetes,Wiley,OA,2125
Pediatric Diabetes,Wiley,Hybrid,3650
Pediatric Drugs,Springer Nature,Hybrid,3390
Pediatric Hematology Oncology Journal,Elsevier,OA,550
Pediatric Investigation,Wiley,OA,1835
Pediatric Nephrology,Springer Nature,Hybrid,3290
Pediatric Neurology,Elsevier,Hybrid,2830
Pediatric Obesity,Wiley,Hybrid,3660
Pediatric Pulmonology,Wiley,Hybrid,3970
Pediatric Radiology,Springer Nature,Hybrid,3060
Pediatric Reports,MDPI,OA,1440
Pediatric Research,Springer Nature,Hybrid,3890
Pediatric Rheumatology,Springer Nature,OA,2290
Pediatric Surgery International,Springer Nature,Hybrid,3060
Pediatric Transplantation,Wiley,Hybrid,2980
Pediatrics International,Wiley,Hybrid,2250
Pedobiologia,Elsevier,Hybrid,2540
Pedobiologia - Journal of Soil Ecology,Elsevier,Hybrid,2104
Pedosphere,Elsevier,Hybrid,2630
Peer-to-Peer Networking and Applications,Springer Nature,Hybrid,2790
Peking Mathematical Journal,Springer Nature,Hybrid,2290
People and Nature,Wiley,OA,2120
Peptide Science,Wiley,Hybrid,2980
Peptides,Elsevier,Hybrid,3160
Perfectionnement en P�diatrie,Elsevier,Hybrid,2280
Performance Enhancement & Health,Elsevier,Hybrid,3000
Performance Evaluation,Elsevier,Hybrid,2650
Performance Improvement,Wiley,Hybrid,2500
Performance Improvement Quarterly,Wiley,Hybrid,2500
Periodica Mathematica Hungarica,Springer Nature,Hybrid,2290
Periodontology 2000,Wiley,Hybrid,3350
Perioperative Care and Operating Room Management,Elsevier,Hybrid,2330
Perioperative Medicine,Springer Nature,OA,2290
Permafrost and Periglacial Processes,Wiley,Hybrid,3400
Personal Relationships,Wiley,Hybrid,2400
Personal and Ubiquitous Computing,Springer Nature,Hybrid,2490
Personality and Individual Differences,Elsevier,Hybrid,2910
Personality and Mental Health,Wiley,Hybrid,2880
Personalized Medicine Universe,Elsevier,Hybrid,2630
Personalized Medicine in Psychiatry,Elsevier,Hybrid,2820
Personnel Psychology,Wiley,Hybrid,2580
Perspectives In Psychiatric Care,Wiley,Hybrid,2950
Perspectives On Sexual and Reproductive Health,Wiley,Hybrid,2520
"Perspectives in Plant Ecology, Evolution and Systematics",Elsevier,Hybrid,3160
Perspectives in Psychiatric Care,Wiley,OA,2310
Perspectives on Behavior Science,Springer Nature,Hybrid,2190
Pervasive and Mobile Computing,Elsevier,Hybrid,2270
Pest Management Science,Wiley,Hybrid,4600
Pesticide Biochemistry and Physiology,Elsevier,Hybrid,3890
Petroleum Exploration and Development Online,Elsevier,OA,2630
Pfl�gers Archiv - European Journal of Physiology,Springer Nature,Hybrid,3090
PharmaNutrition,Elsevier,Hybrid,2640
Pharmaceutical Medicine,Springer Nature,Hybrid,2890
Pharmaceutical Research,Springer Nature,Hybrid,3490
Pharmaceutical Science Advances,Elsevier,OA,1820
Pharmaceutical Statistics,Wiley,Hybrid,3660
Pharmaceuticals,MDPI,OA,2263
Pharmaceutics,MDPI,OA,2675
PharmacoEconomics,Springer Nature,Hybrid,3390
PharmacoEconomics - Open,Springer Nature,OA,2790
PharmacoEconomics Spanish Research Articles,Springer Nature,Hybrid,2480
Pharmacoepidemiology,MDPI,OA,1028
Pharmacoepidemiology and Drug Safety,Wiley,Hybrid,4070
Pharmacological Reports,Springer Nature,Hybrid,2390
Pharmacological Reports,Elsevier,Hybrid,2630
Pharmacological Research,Elsevier,OA,3190
Pharmacological Research,Elsevier,Hybrid,3060
Pharmacological Research - Modern Chinese Medicine,Elsevier,OA,1280
Pharmacology & Therapeutics,Elsevier,Hybrid,4800
Pharmacology Biochemistry and Behavior,Elsevier,Hybrid,3130
Pharmacology Research & Perspectives,Wiley,OA,2810
Pharmacology and Therapeutics,Elsevier,Hybrid,3419
"Pharmacology, Biochemistry and Behavior",Elsevier,Hybrid,2472
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,Wiley,Hybrid,3040
Pharmacy,MDPI,OA,1646
Phenomenology and the Cognitive Sciences,Springer Nature,Hybrid,2290
Phenomics,Springer Nature,Hybrid,2690
Philosophia,Springer Nature,Hybrid,2390
Philosophical Forum,Wiley,Hybrid,2220
Philosophical Investigations,Wiley,Hybrid,2220
Philosophical Issues,Wiley,Hybrid,2220
Philosophical Perspectives,Wiley,Hybrid,2550
Philosophical Studies,Springer Nature,Hybrid,2290
Philosophies,MDPI,OA,1234
Philosophy & Public Affairs,Wiley,Hybrid,2630
Philosophy & Technology,Springer Nature,Hybrid,2390
Philosophy Compass,Wiley,Hybrid,2170
Philosophy and Phenomenological Research,Wiley,Hybrid,2220
Philosophy of Management,Springer Nature,Hybrid,2490
"Philosophy, Ethics, and Humanities in Medicine",Springer Nature,OA,1390
Photoacoustics,Elsevier,OA,2180
Photochem,MDPI,OA,1028
Photochemical & Photobiological Sciences,Springer Nature,Hybrid,2690
Photochemistry and Photobiology,Wiley,Hybrid,3450
"Photodermatology, Photoimmunology & Photomedicine",Wiley,Hybrid,3450
Photodiagnosis and Photodynamic Therapy,Elsevier,Hybrid,3240
Photonic Network Communications,Springer Nature,Hybrid,2090
Photonics,MDPI,OA,1852
Photonics and Nanostructures - Fundamentals and Applications,Elsevier,Hybrid,2400
Photosynthesis Research,Springer Nature,Hybrid,2690
Photosynthetica,Springer Nature,Hybrid,2480
Phycological Research,Wiley,Hybrid,2880
Phycology,MDPI,OA,1028
Physchem,MDPI,OA,1028
Physica A: Statistical Mechanics and its Applications,Elsevier,Hybrid,2840
Physica B: Condensed Matter,Elsevier,Hybrid,2670
Physica B: Physics of Condensed Matter,Elsevier,Hybrid,1929
Physica C: Superconductivity and its Applications,Elsevier,Hybrid,2150
Physica C: Superconductivity and its applications,Elsevier,Hybrid,1929
Physica D: Nonlinear Phenomena,Elsevier,Hybrid,2790
Physica E: Low-dimensional Systems and Nanostructures,Elsevier,Hybrid,2900
Physica Medica,Elsevier,Hybrid,2100
Physical Communication,Elsevier,Hybrid,2100
Physical Medicine and Rehabilitation Clinics of North America,Elsevier,Hybrid,3050
Physical Therapy in Sport,Elsevier,Hybrid,2620
Physical and Engineering Sciences in Medicine,Springer Nature,Hybrid,2690
Physician Assistant Clinics,Elsevier,Hybrid,2360
Physics,MDPI,OA,1440
Physics & Imaging in Radiation Oncology,Elsevier,OA,1530
Physics Letters A,Elsevier,Hybrid,2440
Physics Open,Elsevier,OA,1460
Physics Reports,Elsevier,Hybrid,5030
Physics and Chemistry of Minerals,Springer Nature,Hybrid,2690
Physics and Chemistry of the Earth,Elsevier,Hybrid,1972
"Physics and Chemistry of the Earth, Parts A/B/C",Elsevier,Hybrid,2570
Physics and Imaging in Radiation Oncology,Elsevier,OA,1490
Physics in Medicine,Elsevier,OA,1440
Physics in Perspective,Springer Nature,Hybrid,2390
Physics of Life Reviews,Elsevier,Hybrid,4130
Physics of the Dark Universe,Elsevier,Hybrid,2680
Physics of the Earth and Planetary Interiors,Elsevier,Hybrid,2910
Physik in unserer Zeit,Wiley,Hybrid,3040
Physiologia,MDPI,OA,1028
Physiologia Plantarum,Wiley,Hybrid,3140
Physiological Entomology,Wiley,Hybrid,3000
Physiological Reports,Wiley,OA,1480
Physiological and Molecular Plant Pathology,Elsevier,Hybrid,2880
Physiology & Behavior,Elsevier,Hybrid,2890
Physiology and Molecular Biology of Plants,Springer Nature,Hybrid,2890
Physiotherapy,Elsevier,Hybrid,3170
Physiotherapy Research International,Wiley,Hybrid,2420
Phytochemical Analysis,Wiley,Hybrid,3300
Phytochemistry,Elsevier,Hybrid,3790
Phytochemistry Letters,Elsevier,Hybrid,3120
Phytochemistry Reviews,Springer Nature,Hybrid,3390
Phytomedicine,Elsevier,Hybrid,3090
Phytomedicine Plus,Elsevier,OA,1370
Phytoparasitica,Springer Nature,Hybrid,2290
Phytotherapy Research,Wiley,Hybrid,3660
Piel,Elsevier,Hybrid,1950
Piel. Formaci�n continuada en dermatolog�a,Elsevier,Hybrid,1500
Pigment Cell & Melanoma Research,Wiley,Hybrid,3760
Pilot and Feasibility Studies,Springer Nature,OA,1890
Pituitary,Springer Nature,Hybrid,3290
Place Branding and Public Diplomacy,Springer Nature,Hybrid,2190
Placenta,Elsevier,Hybrid,3290
Planetary and Space Science,Elsevier,Hybrid,2750
Plant Biology,Wiley,Hybrid,2580
Plant Biotechnology Journal,Wiley,OA,3470
Plant Biotechnology Reports,Springer Nature,Hybrid,2590
Plant Breeding,Wiley,Hybrid,3450
Plant Cell Reports,Springer Nature,Hybrid,3190
"Plant Cell, Tissue and Organ Culture (PCTOC)",Springer Nature,Hybrid,2690
Plant Communications,Elsevier,OA,2460
Plant Direct,Wiley,OA,2180
Plant Ecology,Springer Nature,Hybrid,2690
Plant Foods for Human Nutrition,Springer Nature,Hybrid,2790
Plant Gene,Elsevier,Hybrid,2840
Plant Growth Regulation,Springer Nature,Hybrid,2690
Plant Methods,Springer Nature,OA,2390
Plant Molecular Biology,Springer Nature,Hybrid,3290
Plant Molecular Biology Reporter,Springer Nature,Hybrid,2590
Plant Nano Biology,Elsevier,OA,1820
Plant Pathology,Wiley,Hybrid,3610
Plant Physiology Reports,Springer Nature,Hybrid,2290
Plant Physiology and Biochemistry,Elsevier,Hybrid,3180
Plant Reproduction,Springer Nature,Hybrid,3060
Plant Science,Elsevier,Hybrid,3190
Plant Species Biology,Wiley,Hybrid,2300
Plant Stress,Elsevier,OA,1280
Plant Systematics and Evolution,Springer Nature,Hybrid,2690
Plant and Soil,Springer Nature,Hybrid,3390
"Plant, Cell & Environment",Wiley,Hybrid,4230
Plant-Environment Interactions,Wiley,OA,1980
Planta,Springer Nature,Hybrid,3190
Plants,MDPI,OA,2469
"Plants, People, Planet",Wiley,OA,2420
Plasma,MDPI,OA,1234
Plasma Chemistry and Plasma Processing,Springer Nature,Hybrid,2790
Plasma Processes and Polymers,Wiley,Hybrid,3760
Plasmid,Elsevier,Hybrid,2600
Plasmonics,Springer Nature,Hybrid,2690
Platforms,MDPI,OA,1028
Pneumonia,Springer Nature,OA,2090
PoLAR: Political and Legal Anthropology Review,Wiley,Hybrid,2580
Poetics,Elsevier,Hybrid,2820
Polar Biology,Springer Nature,Hybrid,2290
Polar Science,Elsevier,Hybrid,2210
Policy & Internet (Electronic),Wiley,Hybrid,2730
Policy Sciences,Springer Nature,Hybrid,2390
Policy Studies Journal,Wiley,Hybrid,3190
Political Behavior,Springer Nature,Hybrid,2290
Political Geography,Elsevier,Hybrid,2500
Political Geography Open Research,Elsevier,OA,1820
Political Psychology,Wiley,Hybrid,3190
Political Science Quarterly,Wiley,Hybrid,2550
Politics & Policy,Wiley,Hybrid,2220
Politische Vierteljahresschrift,Springer Nature,Hybrid,2590
Pollutants,MDPI,OA,1028
Polyhedron,Elsevier,Hybrid,2960
Polymer,Elsevier,Hybrid,3420
Polymer Bulletin,Springer Nature,Hybrid,2690
Polymer Composites,Wiley,Hybrid,3400
Polymer Crystallization,Wiley,Hybrid,2500
Polymer Crystallization,Wiley,OA,854
Polymer Degradation and Stability,Elsevier,Hybrid,3820
Polymer Engineering & Science,Wiley,Hybrid,3400
Polymer International,Wiley,Hybrid,3330
Polymer Journal,Springer Nature,Hybrid,3390
Polymer Testing,Elsevier,OA,2010
Polymer Testing,Elsevier,Hybrid,2709
Polymers,MDPI,OA,2469
Polymers for Advanced Technologies,Wiley,Hybrid,3660
Polysaccharides,MDPI,OA,1028
Polytechnica,Springer Nature,Hybrid,2290
Population Ecology,Wiley,Hybrid,2500
Population Ecology,Springer Nature,Hybrid,2480
Population Health Metrics,Springer Nature,OA,2190
Population Research and Policy Review,Springer Nature,Hybrid,2390
Population and Development Review,Wiley,Hybrid,2680
Population and Environment,Springer Nature,Hybrid,2290
"Population, Space and Place",Wiley,Hybrid,3710
Porcine Health Management,Springer Nature,OA,1990
Portal Hypertension & Cirrhosis,Wiley,OA,2534
Portuguese Economic Journal,Springer Nature,Hybrid,2490
Positivity,Springer Nature,Hybrid,2190
Postdigital Science and Education,Springer Nature,Hybrid,2290
Postharvest Biology and Technology,Elsevier,Hybrid,3790
Potato Research,Springer Nature,Hybrid,2490
Potential Analysis,Springer Nature,Hybrid,2190
Poultry,MDPI,OA,1028
Poultry Science,Elsevier,OA,1820
Poverty & Public Policy (Electronic),Wiley,Hybrid,2220
Powder Technology,Elsevier,Hybrid,3860
Powders,MDPI,OA,1028
Power Electronic Devices and Components,Elsevier,OA,1370
Practical Diabetes,Wiley,Hybrid,2100
Practical Laboratory Medicine,Elsevier,OA,1820
Practical Radiation Oncology,Elsevier,Hybrid,2460
Pratique Neurologique - FMC,Elsevier,Hybrid,1000
Pratique neurologique - FMC,Elsevier,Hybrid,1460
Pratiques Psychologiques,Elsevier,Hybrid,1320
Pratiques en nutrition,Elsevier,Hybrid,2630
Pratiques psychologiques,Elsevier,Hybrid,3000
Precambrian Research,Elsevier,Hybrid,2960
Precision Agriculture,Springer Nature,Hybrid,2790
Precision Engineering,Elsevier,Hybrid,3050
Precision Medical Sciences,Wiley,OA,2100
Pregnancy Hypertension,Elsevier,Hybrid,2740
Prenatal Diagnosis,Wiley,Hybrid,3870
Prescriber,Wiley,Hybrid,2100
Presidential Studies Quarterly,Wiley,Hybrid,2630
Prevention Science,Springer Nature,Hybrid,2690
Preventive Medicine,Elsevier,Hybrid,2930
Preventive Medicine Reports,Elsevier,OA,2480
Preventive Veterinary Medicine,Elsevier,Hybrid,3150
Primary Care Diabetes,Elsevier,Hybrid,2870
Primary Care: Clinics in Office Practice,Elsevier,Hybrid,3060
Primates,Springer Nature,Hybrid,2590
ProCare,Springer Nature,Hybrid,2490
Probabilistic Engineering Mechanics,Elsevier,Hybrid,2460
Probability Theory and Related Fields,Springer Nature,Hybrid,2190
Probiotics and Antimicrobial Proteins,Springer Nature,Hybrid,2790
Proceedings in Applied Mathematics & Mechanics,Wiley,Hybrid,2580
Proceedings of the Combustion Institute,Elsevier,Hybrid,2720
Proceedings of the Geologists' Association,Elsevier,Hybrid,3010
Proceedings of the London Mathematical Society,Wiley,Hybrid,3660
"Proceedings of the National Academy of Sciences, India Section A: Physical Sciences",Springer Nature,Hybrid,2290
"Proceedings of the National Academy of Sciences, India Section B: Biological Sciences",Springer Nature,Hybrid,2190
Proceedings of the Zoological Society,Springer Nature,Hybrid,2390
Process Biochemistry,Elsevier,Hybrid,3390
Process Integration and Optimization for Sustainability,Springer Nature,Hybrid,2290
Process Safety Progress,Wiley,Hybrid,2730
Process Safety and Environmental Protection,Elsevier,Hybrid,3150
Processes,MDPI,OA,2057
Production Engineering,Springer Nature,Hybrid,2390
Production and Operations Management,Wiley,Hybrid,2170
Progres en Urologie - FMC,Elsevier,Hybrid,2580
Progress in Additive Manufacturing,Springer Nature,Hybrid,2490
Progress in Aerospace Sciences,Elsevier,Hybrid,4200
Progress in Artificial Intelligence,Springer Nature,Hybrid,2190
Progress in Biomaterials,Springer Nature,Hybrid,2390
Progress in Biophysics and Molecular Biology,Elsevier,Hybrid,2780
Progress in Cardiovascular Diseases,Elsevier,Hybrid,3240
Progress in Disaster Science,Elsevier,OA,1210
Progress in Earth and Planetary Science,Springer Nature,OA,1390
Progress in Economic Geography,Elsevier,Hybrid,2190
Progress in Energy and Combustion Science,Elsevier,Hybrid,5260
Progress in Lipid Research,Elsevier,Hybrid,4380
Progress in Materials Science,Elsevier,Hybrid,5290
Progress in Neuro-Psychopharmacology & Biological Psychiatry,Elsevier,Hybrid,3390
Progress in Neurobiology,Elsevier,Hybrid,4700
Progress in Neurology and Psychiatry,Wiley,Hybrid,2100
Progress in Nuclear Energy,Elsevier,Hybrid,2630
Progress in Nuclear Magnetic Resonance Spectroscopy,Elsevier,Hybrid,4320
Progress in Oceanography,Elsevier,Hybrid,3130
Progress in Organic Coatings,Elsevier,Hybrid,3410
Progress in Particle and Nuclear Physics,Elsevier,Hybrid,4490
Progress in Pediatric Cardiology,Elsevier,Hybrid,2380
Progress in Photovoltaics: Research and Applications,Wiley,Hybrid,4270
Progress in Planning,Elsevier,Hybrid,3880
Progress in Polymer Science,Elsevier,Hybrid,5080
Progress in Quantum Electronics,Elsevier,Hybrid,3510
Progress in Retinal and Eye Research,Elsevier,Hybrid,5290
Progress in Surface Science,Elsevier,Hybrid,3660
Progr�s en Urologie,Elsevier,Hybrid,1740
Project Leadership and Society,Elsevier,OA,1640
"Propellants, Explosives, Pyrotechnics",Wiley,Hybrid,3040
Prostaglandins & Other Lipid Mediators,Elsevier,Hybrid,2890
Prostaglandins and Other Lipid Mediators,Elsevier,Hybrid,2630
"Prostaglandins, Leukotrienes and Essential Fatty Acids",Elsevier,Hybrid,3200
Prostate Cancer,Wiley,OA,854
Prostate Cancer and Prostatic Diseases,Springer Nature,Hybrid,3790
Prostate International,Elsevier,OA,1640
Prosthesis,MDPI,OA,1440
Protein Expression and Purification,Elsevier,Hybrid,2850
Protein Science,Wiley,Hybrid,3300
"Proteins: Structure, Function, and Bioinformatics",Wiley,Hybrid,3450
Proteoglycan Research,Wiley,OA,2300
Proteome Science,Springer Nature,OA,1890
Proteomes,MDPI,OA,1646
Proteomics,Wiley,Hybrid,3500
Protist,Elsevier,Hybrid,3030
Protoplasma,Springer Nature,Hybrid,2690
Pr�vention und Gesundheitsf�rderung,Springer Nature,Hybrid,2490
Psicologia: Reflex�o e Cr�tica,Springer Nature,OA,1190
Psiquiatr�a Biol�gica,Elsevier,Hybrid,1400
PsyCh Journal,Wiley,Hybrid,2150
Psych,MDPI,OA,1234
Psyche: A Journal of Entomology,Wiley,OA,854
Psychiatric Clinics of North America,Elsevier,Hybrid,2540
Psychiatric Quarterly,Springer Nature,Hybrid,3590
Psychiatric Research and Clinical Practice,Wiley,OA,2700
Psychiatry International,MDPI,OA,1028
Psychiatry Journal,Wiley,OA,739
Psychiatry Research,Elsevier,Hybrid,2930
Psychiatry Research Case Reports,Elsevier,OA,820
Psychiatry Research Communications,Elsevier,OA,1820
Psychiatry Research: Neuroimaging,Elsevier,Hybrid,2760
Psychiatry and Clinical Neurosciences,Wiley,Hybrid,1700
Psychiatry and Clinical Neurosciences Reports,Wiley,OA,2250
Psycho-Oncology,Wiley,Hybrid,4120
Psychoactives,MDPI,OA,1028
"Psychoanalysis, Culture & Society",Springer Nature,Hybrid,2590
Psychogeriatrics,Wiley,Hybrid,2880
Psychological Injury and Law,Springer Nature,Hybrid,2390
Psychological Research,Springer Nature,Hybrid,2190
Psychological Studies,Springer Nature,Hybrid,2390
Psychologie du Travail et des Organisations,Elsevier,Hybrid,1270
Psychologie du travail et des organisations,Elsevier,Hybrid,1500
Psychologie fran�aise,Elsevier,Hybrid,2630
Psychology & Marketing,Wiley,Hybrid,2880
"Psychology and Psychotherapy: Theory, Research and Practice",Wiley,Hybrid,3400
Psychology in the Schools,Wiley,Hybrid,2520
Psychology of Sport and Exercise,Elsevier,Hybrid,3240
Psychometrika,Springer Nature,Hybrid,2190
Psychoneuroendocrinology,Elsevier,Hybrid,3510
Psychonomic Bulletin & Review,Springer Nature,Hybrid,2690
Psychopharmacology,Springer Nature,Hybrid,3190
Psychophysiology,Wiley,Hybrid,3350
Psychosomatics,Elsevier,Hybrid,2630
Psychotherapeut,Springer Nature,Hybrid,2590
Psychotherapie Forum,Springer Nature,Hybrid,2490
Psychotherapy and Politics International,Wiley,Hybrid,2083
Public Administration,Wiley,Hybrid,3140
Public Administration Review,Wiley,Hybrid,3190
Public Administration and Development,Wiley,Hybrid,2270
Public Budgeting & Finance,Wiley,Hybrid,2630
Public Choice,Springer Nature,Hybrid,2290
Public Health,Elsevier,Hybrid,2550
Public Health Challenges,Wiley,OA,2100
Public Health Nursing,Wiley,Hybrid,2670
Public Health Reviews,Springer Nature,OA,1790
Public Health in Practice,Elsevier,OA,1550
Public Organization Review,Springer Nature,Hybrid,2190
Public Relations Review,Elsevier,Hybrid,3790
Public Transport,Springer Nature,Hybrid,2390
Publications,MDPI,OA,1440
Publications math�matiques de l'IH�S,Springer Nature,OA,2690
Publishing Research Quarterly,Springer Nature,Hybrid,2390
