Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Safety Science,Elsevier,Hybrid,1875,1841,2540,3000,3540,3540
Safety and Health at Work,Elsevier,OA,,,,,1600,1600
Sages-Femmes,Elsevier,Hybrid,,,1770,1820,1700,1700
Sant� mentale et Droit,Elsevier,Hybrid,,,,,1460,1460
Saudi Journal of Biological Sciences,Elsevier,OA,,,1080,1180,1230,1230
Saudi Pharmaceutical Journal,Elsevier,OA,,,1080,1180,1320,1320
Scandinavian Journal of Management,Elsevier,Hybrid,1607,2200,2330,2390,3160,3160
Schizophrenia Research,Elsevier,Hybrid,2901,2849,2850,2930,3470,3470
Schizophrenia Research: Cognition,Elsevier,OA,1875,1841,1940,1940,2400,2400
Science & Justice,Elsevier,Hybrid,2678,2630,2920,3160,3390,3390
Science & Sports,Elsevier,Hybrid,,,1500,1570,2020,2020
Science Bulletin,Elsevier,Hybrid,2232,2192,2190,2190,2630,2630
Science Talks,Elsevier,OA,,,,610,640,640
Science et Sports,Elsevier,Hybrid,1785,2000,,,,2000
Science in One Health,Elsevier,OA,,,,,1640,1640
Science of Computer Programming,Elsevier,Hybrid,1473,1446,1750,1990,2240,2240
Science of Remote Sensing,Elsevier,OA,,767,1550,1550,1600,1600
Science of the Total Environment,Elsevier,Hybrid,3035,2981,2980,3060,3460,3460
Scientia Horticulturae,Elsevier,Hybrid,2366,2323,2470,2540,3130,3130
Scientific African,Elsevier,OA,,,,180,180,180
Scripta Materialia,Elsevier,Hybrid,2678,2630,2630,2820,2940,2940
Sedimentary Geology,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Seizure: European Journal of Epilepsy,Elsevier,Hybrid,1964,1929,2190,2190,2280,2280
Seminars in Arthritis and Rheumatism,Elsevier,Hybrid,3169,3112,3110,3470,3720,3720
Seminars in Arthroplasty: JSES,Elsevier,Hybrid,2232,2192,2480,2480,2580,2580
Seminars in Cancer Biology,Elsevier,Hybrid,3080,3025,3900,4510,4700,4700
Seminars in Cell and Developmental Biology,Elsevier,Hybrid,3392,3331,2990,3080,3640,3640
Seminars in Colon and Rectal Surgery,Elsevier,Hybrid,1517,1490,2080,,2490,2490
Seminars in Diagnostic Pathology,Elsevier,Hybrid,2232,2630,2630,3110,3610,3610
Seminars in Fetal & Neonatal Medicine,Elsevier,Hybrid,,,3590,3590,4070,4070
Seminars in Fetal and Neonatal Medicine,Elsevier,Hybrid,2232,3288,,,,3288
Seminars in Hematology,Elsevier,Hybrid,2678,3156,3480,3480,3430,3430
Seminars in Immunology,Elsevier,Hybrid,3482,3419,3410,3410,3750,3750
Seminars in Nephrology,Elsevier,Hybrid,2366,2323,2610,2690,2880,2880
Seminars in Nuclear Medicine,Elsevier,Hybrid,2857,2805,3920,3920,4090,4090
Seminars in Oncology,Elsevier,Hybrid,2901,2849,2630,2710,3340,3340
Seminars in Oncology Nursing,Elsevier,Hybrid,2232,2963,2840,2920,3400,3400
Seminars in Orthodontics,Elsevier,Hybrid,2232,2437,2430,2710,2910,2910
Seminars in Pediatric Neurology,Elsevier,Hybrid,2232,2393,2390,2460,2840,2840
Seminars in Pediatric Surgery,Elsevier,Hybrid,2232,3033,3030,2840,3050,3050
Seminars in Perinatology,Elsevier,Hybrid,2232,2525,3070,3490,3640,3640
Seminars in Radiation Oncology,Elsevier,Hybrid,2232,2472,2670,2750,2950,2950
Seminars in Roentgenology,Elsevier,Hybrid,2232,2192,2360,,2610,2610
Seminars in Spine Surgery,Elsevier,Hybrid,2232,2192,2190,2190,2080,2080
Seminars in Thoracic and Cardiovascular Surgery,Elsevier,Hybrid,1517,1981,2400,2630,2740,2740
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,Elsevier,Hybrid,2232,2192,2780,2780,2580,2580
"Seminars in Ultrasound, CT and MRI",Elsevier,Hybrid,2232,2192,2750,2830,2950,2950
Seminars in Vascular Surgery,Elsevier,Hybrid,1517,2235,2620,2700,2810,2810
Sensing and Bio-Sensing Research,Elsevier,OA,714,841,1230,1450,1830,1830
Sensors and Actuators A: Physical,Elsevier,Hybrid,3035,2981,2710,2710,2910,2910
Sensors and Actuators B: Chemical,Elsevier,Hybrid,2946,2954,3480,3830,4100,4100
Sensors and Actuators Reports,Elsevier,OA,714,701,1420,1420,1460,1460
Separation and Purification Technology,Elsevier,Hybrid,2321,2279,3040,3130,3360,3360
Sexologies,Elsevier,Hybrid,1339,1500,1230,1440,1930,1930
Sexual & Reproductive HealthCare,Elsevier,Hybrid,,,2190,2260,2560,2560
Sexual & Reproductive Healthcare,Elsevier,Hybrid,2232,2192,,,,2192
Sexual Medicine,Elsevier,OA,2232,2192,2190,2190,2280,2280
Sexual Medicine Reviews,Elsevier,Hybrid,2232,2192,2820,2820,2940,2940
"She Ji: The Journal of Design, Economics, and Innovation",Elsevier,OA,,,1310,1310,1370,1370
Signal Processing,Elsevier,Hybrid,2142,2104,2500,2800,2920,2920
Signal Processing: Image Communication,Elsevier,Hybrid,2142,1981,1980,2040,2130,2130
Simulation Modelling Practice and Theory,Elsevier,Hybrid,1562,1534,2500,2790,2910,2910
Sleep Epidemiology,Elsevier,OA,,,2190,2190,2280,2280
Sleep Health,Elsevier,Hybrid,,,2590,2590,2740,2740
Sleep Medicine,Elsevier,Hybrid,,,2940,3030,3160,3160
Sleep Medicine Clinics,Elsevier,Hybrid,2678,2341,2580,,,2580
Sleep Medicine Reviews,Elsevier,Hybrid,3080,3025,4380,4380,4560,4560
Sleep Medicine: X,Elsevier,OA,3000,3360,2190,2190,2400,2400
Small Ruminant Research,Elsevier,Hybrid,2232,1990,1990,1830,1960,1960
Smart Agricultural Technology,Elsevier,OA,,,1580,1580,1640,1640
Smart Energy,Elsevier,OA,,,1750,1750,1820,1820
Smart Health,Elsevier,Hybrid,1339,1315,1310,1440,1930,1930
Social Networks,Elsevier,Hybrid,1919,1885,2780,3130,3370,3370
Social Science & Medicine,Elsevier,Hybrid,2901,2849,2700,2780,3060,3060
Social Science Research,Elsevier,Hybrid,1785,1753,2270,2740,2940,2940
Social Sciences & Humanities Open,Elsevier,OA,446,438,450,450,750,750
"Social and Emotional Learning: Research, Practice, and Policy",Elsevier,OA,,,,,1550,1550
Societal Impacts,Elsevier,OA,,,,,270,270
Socio-Economic Planning Sciences,Elsevier,Hybrid,1607,2358,2360,2240,2410,2410
Soft Computing Letters,Elsevier,OA,,263,1310,,,1310
Software Impacts,Elsevier,OA,223,219,220,220,240,240
SoftwareX,Elsevier,OA,446,438,530,530,690,690
Soil & Environmental Health,Elsevier,OA,,,,,1640,1640
Soil & Tillage Research,Elsevier,Hybrid,2455,2411,3060,3480,3620,3620
Soil Biology and Biochemistry,Elsevier,Hybrid,3169,3112,3730,3840,4120,4120
Soil Dynamics and Earthquake Engineering,Elsevier,Hybrid,2366,2323,2690,3090,3320,3320
Soil Security,Elsevier,OA,,,1140,1140,1190,1190
Soils and Foundations,Elsevier,OA,,,880,880,1090,1090
Soins,Elsevier,Hybrid,2678,2630,,,,2630
Soins Aides-soignantes,Elsevier,Hybrid,2678,2630,,,,2630
Soins Psychiatrie,Elsevier,Hybrid,2678,2630,,,,2630
Soins P�diatrie/Pu�riculture,Elsevier,Hybrid,2678,2630,,,,2630
Solar Compass,Elsevier,OA,,,,440,460,460
Solar Energy,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Solar Energy Advances,Elsevier,OA,,,2410,2410,2510,2510
Solar Energy Materials & Solar Cells,Elsevier,Hybrid,,,3330,3600,3750,3750
Solar Energy Materials and Solar Cells,Elsevier,Hybrid,3080,3025,,,,3025
Solid State Communications,Elsevier,Hybrid,1964,1806,2280,2350,2520,2520
Solid State Electronics,Elsevier,Hybrid,1964,2113,,,,2113
Solid State Ionics,Elsevier,Hybrid,2098,2060,2360,2570,3160,3160
Solid State Nuclear Magnetic Resonance,Elsevier,Hybrid,2946,2718,2710,2710,3230,3230
Solid State Sciences,Elsevier,Hybrid,1964,2042,2040,2100,2430,2430
Solid-State Electronics,Elsevier,Hybrid,,,2110,2110,2260,2260
South African Journal of Botany,Elsevier,Hybrid,2455,2411,2410,2410,2510,2510
South African Journal of Chemical Engineering,Elsevier,OA,714,701,700,700,800,800
Space Policy,Elsevier,Hybrid,2232,2490,2490,2490,2760,2760
Space Research Today,Elsevier,Hybrid,2678,2630,,,,2630
Spanish Journal of Legal Medicine,Elsevier,Hybrid,,,1840,,,1840
Spatial Statistics,Elsevier,Hybrid,2232,2192,2540,2890,3010,3010
Spatial and Spatio-temporal Epidemiology,Elsevier,Hybrid,982,1929,2440,2520,2990,2990
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Elsevier,Hybrid,2723,2358,2360,2430,2930,2930
Spectrochimica Acta Part B: Atomic Spectroscopy,Elsevier,Hybrid,2946,2893,2710,2710,2910,2910
Speech Communication,Elsevier,Hybrid,2142,1779,1780,2090,2380,2380
Spine Deformity,Elsevier,Hybrid,2678,2630,,,,2630
Sport Management Review,Elsevier,Hybrid,982,964,,,,964
Sports Economics Review,Elsevier,Hybrid,,,,,2330,2330
Sports Orthopaedics and Traumatology,Elsevier,Hybrid,1517,1490,1740,1800,1780,1780
Statistics & Probability Letters,Elsevier,Hybrid,,,2130,2460,2640,2640
Statistics and Probability Letters,Elsevier,Hybrid,1785,2007,,,,2007
Stem Cell Reports,Elsevier,OA,3392,3331,3300,3300,3400,3400
Stem Cell Research,Elsevier,OA,1875,1841,1840,1840,2020,2020
Steroids,Elsevier,Hybrid,2678,2630,2500,2570,3060,3060
Stochastic Processes and their Applications,Elsevier,Hybrid,803,789,1540,2220,2610,2610
Structural Change and Economic Dynamics,Elsevier,Hybrid,982,2411,3060,3340,3580,3580
Structural Heart,Elsevier,OA,,,,2280,2370,2370
Structural Safety,Elsevier,Hybrid,2455,2411,3060,3250,3730,3730
Structure,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Structures,Elsevier,Hybrid,2232,2192,2190,2190,2620,2620
Studies in Educational Evaluation,Elsevier,Hybrid,1741,1709,1860,2290,2460,2460
Studies in History and Philosophy of Biol & Biomed Sci,Elsevier,Hybrid,982,2121,,,,2121
Studies in History and Philosophy of Modern Physics,Elsevier,Hybrid,1607,2367,,,,2367
Studies in History and Philosophy of Science,Elsevier,Hybrid,1607,2367,2870,2870,2690,2690
Studies in Mycology,Elsevier,OA,892,876,1250,,,1250
Superconductivity,Elsevier,OA,,,,1580,1640,1640
Superlattices and Microstructures,Elsevier,Hybrid,2232,1806,2230,,,2230
Supply Chain Analytics,Elsevier,OA,,,,,1820,1820
Surface Science,Elsevier,Hybrid,2589,2542,2230,2300,2850,2850
Surface Science Reports,Elsevier,Hybrid,1964,2700,3770,3770,3930,3930
Surface and Coatings Technology,Elsevier,Hybrid,2634,2586,2580,2660,3140,3140
Surfaces and Interfaces,Elsevier,Hybrid,,,2050,2110,2090,2090
Surgery,Elsevier,Hybrid,2857,2805,3100,3200,3660,3660
Surgery (Oxford),Elsevier,Hybrid,2678,2630,2540,,,2540
Surgery Open Digestive Advance,Elsevier,OA,,,1750,1750,1820,1820
Surgery Open Science,Elsevier,OA,1250,1227,1230,1750,1820,1820
Surgery for Obesity and Related Diseases,Elsevier,Hybrid,3035,2981,2980,2980,3100,3100
Surgery in Practice and Science,Elsevier,OA,,1841,1860,1860,1920,1920
Surgical Clinics of North America,Elsevier,Hybrid,2678,2797,2790,,,2790
Surgical Oncology,Elsevier,Hybrid,2232,2700,2700,2780,3310,3310
Surgical Oncology Clinics of North America,Elsevier,Hybrid,2678,2630,2840,,,2840
Surgical Pathology Clinics,Elsevier,Hybrid,2678,2630,2710,,,2710
Survey of Ophthalmology,Elsevier,Hybrid,2232,3068,3610,3880,4580,4580
Sustainability Analytics and Modeling,Elsevier,OA,,,1230,1230,1280,1280
Sustainable Chemistry and Pharmacy,Elsevier,Hybrid,1607,1578,2270,2700,2650,2650
Sustainable Chemistry for Climate Action,Elsevier,OA,,,,1090,1140,1140
Sustainable Chemistry for the Environment,Elsevier,OA,,,,,1280,1280
Sustainable Cities and Society,Elsevier,Hybrid,2321,2279,2780,3140,3710,3710
Sustainable Computing: Informatics and Systems,Elsevier,Hybrid,1919,1885,1880,2210,2780,2780
Sustainable Energy Technologies and Assessments,Elsevier,Hybrid,2232,1937,2190,2260,2790,2790
"Sustainable Energy, Grids and Networks",Elsevier,Hybrid,1785,1753,1660,1720,1980,1980
Sustainable Futures,Elsevier,OA,,613,1250,1250,1340,1340
Sustainable Horizons,Elsevier,OA,,,,1750,1820,1820
Sustainable Manufacturing and Service Economics,Elsevier,OA,,,1580,1580,1640,1640
Sustainable Materials and Technologies,Elsevier,Hybrid,982,2025,2480,2480,3140,3140
Sustainable Production and Consumption,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Sustainable Technology and Entrepreneurship,Elsevier,OA,,,,1580,1640,1640
Swarm and Evolutionary Computation,Elsevier,Hybrid,2142,2718,2710,3130,3270,3270
Synergy,Elsevier,Hybrid,1607,1578,,,,1578
Synthetic Metals,Elsevier,Hybrid,2946,2262,2260,2080,2230,2230
Synthetic and Systems Biotechnology,Elsevier,OA,656,644,,,,644
System,Elsevier,Hybrid,1607,2051,2640,2900,2860,2860
Systematic and Applied Microbiology,Elsevier,Hybrid,2366,2323,2410,2580,3270,3270
Systems & Control Letters,Elsevier,Hybrid,2142,1762,1990,2050,2510,2510
Systems and Soft Computing,Elsevier,OA,,,,1310,1370,1370
Talanta,Elsevier,Hybrid,2634,2586,3060,3350,3590,3590
Talanta Open,Elsevier,OA,,,1310,1310,1370,1370
Teaching and Learning in Nursing,Elsevier,Hybrid,2678,2630,2360,2360,2460,2460
Teaching and Teacher Education,Elsevier,Hybrid,1071,1052,1510,1870,2210,2210
Teaching and Teacher Education: Leadership and Professional Development,Elsevier,OA,,,1140,1140,1190,1190
Technical Innovations & Patient Support in Radiation Oncology,Elsevier,OA,1183,1290,1290,1290,1290,1290
Techniques and Innovations in Gastrointestinal Endoscopy,Elsevier,Hybrid,,,1750,1750,1880,1880
Techniques in Gastrointestinal Endoscopy,Elsevier,Hybrid,2232,2192,,,,2192
Techniques in Vascular and Interventional Radiology,Elsevier,Hybrid,2232,2367,2740,2740,2940,2940
Technological Forecasting and Social Change,Elsevier,Hybrid,1160,1139,1640,1940,2280,2280
Technology in Society,Elsevier,Hybrid,1607,1850,1850,2080,2460,2460
Technovation,Elsevier,Hybrid,1607,2525,3080,3080,3220,3220
Tectonophysics,Elsevier,Hybrid,2812,2761,3030,3110,2970,2970
Telecommunications Policy,Elsevier,Hybrid,1607,2209,2800,3200,3430,3430
Telematics and Informatics,Elsevier,Hybrid,2142,1990,2540,2970,3180,3180
Telematics and Informatics Reports,Elsevier,OA,,,1310,1310,1370,1370
Tetrahedron,Elsevier,Hybrid,2187,2148,2940,3250,3070,3070
Tetrahedron Chem,Elsevier,OA,,,,2190,2280,2280
Tetrahedron Green Chem,Elsevier,OA,,,,,1640,1640
Tetrahedron Letters,Elsevier,Hybrid,2187,2148,2850,3230,3370,3370
The American Journal of Cardiology,Elsevier,Hybrid,2857,2595,2590,2670,3020,3020
The American Journal of Clinical Nutrition,Elsevier,Hybrid,,,,,4560,4560
The American Journal of Geriatric Psychiatry,Elsevier,Hybrid,2946,2893,3360,3360,4010,4010
The American Journal of Human Genetics,Elsevier,Hybrid,4464,4384,4300,4300,4600,4600
The American Journal of Medicine,Elsevier,Hybrid,3526,3463,3220,2880,3090,3090
The American Journal of Pathology,Elsevier,Hybrid,2678,2630,2450,2450,2550,2550
The American Journal of Surgery,Elsevier,Hybrid,2142,2420,2550,2630,3230,3230
The American Journal of the Medical Sciences,Elsevier,Hybrid,2678,2630,2230,2230,2330,2330
The Annals of Thoracic Surgery,Elsevier,Hybrid,2678,2630,2630,2800,2920,2920
The Arts in Psychotherapy,Elsevier,Hybrid,1607,2367,2580,2650,3010,3010
The Asian Journal of Shipping and Logistics,Elsevier,OA,,,1090,1181,1230,1230
The Breast,Elsevier,Hybrid,2767,,,,,2767
The Breast,Elsevier,OA,,1578,1840,2080,2400,2400
The British Accounting Review,Elsevier,Hybrid,1607,1578,2210,2210,2300,2300
The Cell Surface,Elsevier,OA,2232,2192,2190,2190,2080,2080
The Egyptian Journal of Remote Sensing and Space Sciences,Elsevier,OA,,,,790,820,820
The Electricity Journal,Elsevier,Hybrid,2232,2051,2050,2110,2260,2260
The European Journal of Psychiatry,Elsevier,Hybrid,,,1740,1740,1740,1740
The Extractive Industries and Society,Elsevier,Hybrid,2946,1946,2800,2890,3410,3410
The Foot,Elsevier,Hybrid,2098,2060,2060,2500,2690,2690
The Innovation,Elsevier,OA,,,4300,4300,2680,2680
The International Journal of Management Education,Elsevier,Hybrid,982,1929,2440,3030,3250,3250
The Internet and Higher Education,Elsevier,Hybrid,1607,2840,3500,3970,4260,4260
The Joint Commission Journal on Quality and Patient Safety,Elsevier,Hybrid,,,2070,2070,2740,2740
The Journal for Nurse Practitioners,Elsevier,Hybrid,2232,2192,2580,2580,2680,2680
The Journal of Academic Librarianship,Elsevier,Hybrid,1160,1139,2230,2760,3320,3320
The Journal of Allergy and Clinical Immunology: In Practice,Elsevier,Hybrid,3035,2981,3060,3060,3650,3650
The Journal of Chemical Thermodynamics,Elsevier,Hybrid,2321,2516,2890,3220,3360,3360
The Journal of Climate Change and Health,Elsevier,OA,,,2010,2010,2100,2100
The Journal of Economic Asymmetries,Elsevier,Hybrid,2410,2367,2190,2190,2520,2520
The Journal of Finance and Data Science,Elsevier,OA,312,306,,,,306
The Journal of Foot & Ankle Surgery,Elsevier,Hybrid,2678,2630,2490,2490,2590,2590
The Journal of Molecular Diagnostics,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
The Journal of Nutrition,Elsevier,Hybrid,,,,,4560,4560
The Journal of Nutritional Biochemistry,Elsevier,Hybrid,3035,2981,3240,3340,3480,3480
The Journal of Pain,Elsevier,Hybrid,3125,3068,3060,3330,3470,3470
The Journal of Pediatrics,Elsevier,Hybrid,,,3280,3380,3940,3940
The Journal of Pediatrics: X,Elsevier,OA,3348,3288,2190,2190,1730,1730
The Journal of Sexual Medicine,Elsevier,Hybrid,2343,2192,2850,2850,2960,2960
The Journal of Social Studies Research,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
The Journal of Supercritical Fluids,Elsevier,Hybrid,2232,2481,3480,3850,3650,3650
The Journal of Thoracic and Cardiovascular Surgery,Elsevier,Hybrid,2455,2411,,,,2411
The Journal of Urology,Elsevier,Hybrid,2678,2630,,,,2630
The Journal of the American Dental Association,Elsevier,Hybrid,2232,2192,2190,2190,2510,2510
The Journal of the Economics of Ageing,Elsevier,Hybrid,982,1929,2560,2640,2900,2900
The Knee,Elsevier,Hybrid,2232,2332,2480,2550,2570,2570
The Lancet,Elsevier,Hybrid,4464,4384,4380,5690,6230,6230
The Lancet Child & Adolescent Health,Elsevier,Hybrid,,,4380,4820,5270,5270
The Lancet Diabetes & Endocrinology,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Digital Health,Elsevier,OA,,,4380,4820,5270,5270
The Lancet Gastroenterology & Hepatology,Elsevier,Hybrid,,,4380,5250,5250,5250
The Lancet Global Health,Elsevier,OA,4464,4384,4380,4820,5270,5270
The Lancet HIV,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Haematology,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Healthy Longevity,Elsevier,OA,,,4380,4820,5020,5020
The Lancet Infectious Diseases,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Microbe,Elsevier,OA,,,4380,5250,5750,5750
The Lancet Neurology,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Oncology,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Planetary Health,Elsevier,OA,4464,4384,4380,4820,5270,5270
The Lancet Psychiatry,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Public Health,Elsevier,OA,4464,4384,4380,4820,5270,5270
The Lancet Regional Health - Americas,Elsevier,OA,,,3060,3500,3650,3650
The Lancet Regional Health - Europe,Elsevier,OA,,,3060,3500,3650,3650
The Lancet Regional Health - Southeast Asia,Elsevier,OA,,,,3060,1820,1820
The Lancet Regional Health - Western Pacific,Elsevier,OA,,,3060,3060,3360,3360
The Lancet Respiratory Medicine,Elsevier,Hybrid,4464,4384,4380,5250,5750,5750
The Lancet Rheumatology,Elsevier,Hybrid,,,4380,5250,5750,5750
The Leadership Quarterly,Elsevier,Hybrid,1607,2630,3550,3650,3920,3920
The Ocular Surface,Elsevier,Hybrid,2678,3498,3940,4150,4320,4320
The Royal College of Radiologists Open,Elsevier,OA,,,,,1310,1310
The Spine Journal,Elsevier,Hybrid,2812,2761,2760,3120,3680,3680
The Surgeon,Elsevier,Hybrid,2232,2192,2630,3010,3140,3140
The Veterinary Journal,Elsevier,Hybrid,2901,2849,2730,2730,2930,2930
Theoretical Computer Science,Elsevier,Hybrid,1517,1490,1940,2160,2370,2370
Theoretical Population Biology,Elsevier,Hybrid,1964,2235,2230,2300,2400,2400
Theoretical and Applied Fracture Mechanics,Elsevier,Hybrid,2232,2192,2440,2670,3300,3300
Theoretical and Applied Mechanics Letters,Elsevier,OA,892,876,1050,1050,1090,1090
Therapies,Elsevier,Hybrid,1339,1500,1740,1890,2440,2440
Theriogenology,Elsevier,Hybrid,2366,2700,3180,3270,3710,3710
Theriogenology Wild,Elsevier,OA,,,,,1370,1370
Thermal Science and Engineering Progress,Elsevier,Hybrid,,2192,2190,2480,2650,2650
Thermochimica Acta,Elsevier,Hybrid,2321,2279,2890,2980,3450,3450
Thin Solid Films,Elsevier,Hybrid,2589,2542,2460,2530,2640,2640
Thin-Walled Structures,Elsevier,Hybrid,2232,2832,2830,3200,3790,3790
Thinking Skills and Creativity,Elsevier,Hybrid,1160,1139,2230,2640,2840,2840
Thoracic Surgery Clinics,Elsevier,Hybrid,2678,2630,2360,,,2360
Thrombosis Research,Elsevier,Hybrid,2812,2761,2760,3130,3530,3530
Thrombosis Update,Elsevier,OA,,1096,1090,1090,1190,1190
Ticks and Tick-borne Diseases,Elsevier,Hybrid,2098,2060,2540,2720,,2720
Ticks and Tick-borne Diseases,Elsevier,OA,,,,,2330,2330
Tissue and Cell,Elsevier,Hybrid,2678,2630,2540,2620,2730,2730
Tomography of Materials and Structures,Elsevier,OA,,,,,1640,1640
Topics in Companion Animal Medicine,Elsevier,Hybrid,2678,1683,1930,2380,2850,2850
Topology and its Applications,Elsevier,Hybrid,1339,1315,2020,2360,2450,2450
Total Environment Research Themes,Elsevier,OA,,,,1490,1550,1550
Tourism Management,Elsevier,Hybrid,1875,1841,2940,3480,4100,4100
